action_id,role_name,domain,competency_name,text,description,resources_url,intervention_text,script,active
281,Dental Assistant,Clerical,Office Task Management,I always book the patient's 6-month recall appointment before they leave the surgery.,"Booking recalls in the chair — before the patient reaches reception — removes a point of friction, captures the appointment while the patient is engaged, and takes one task off reception's plate.",,"If the patient left without a recall booked, there's now a gap in the diary that requires a follow-up call to fill. Build the recall booking into your end-of-appointment routine before you walk the patient to the lounge.",,true
282,Dental Assistant,Clerical,Office Task Management,I always mention our membership plan to new patients at the end of their appointment and let them know a receptionist will tell them more on their way out.,"A warm introduction to the plan from the nurse — before the patient reaches reception — means reception is inheriting a patient who's already curious, not hearing about it for the first time.",,"If the plan wasn't mentioned, reception is starting the conversation cold. A single sentence at the end of the appointment is all it takes to set the handoff up well.",,true
283,Dental Assistant,Clerical,Patient Record Management,I always check the patient's clinical notes and confirm a complete medical history before beginning the appointment.,"Starting an appointment without reviewing the notes is a clinical risk — allergies, contraindications, and relevant history need to be confirmed before any treatment begins, not discovered mid-procedure.",,"If this check was skipped, the appointment began with incomplete information. Make the notes review non-negotiable, even for regular patients — medical histories change.",,true
284,Dental Assistant,Clerical,Patient Record Management,I always take at least one intraoral photograph after each applicable procedure to support patient understanding and clinical records.,"Intraoral photos serve a dual purpose — they strengthen the clinical record and give patients a visual anchor when discussing their treatment, which directly supports case acceptance.",,"If photos weren't taken, both the record and the case acceptance opportunity are weaker than they should be. Build the photo step into your post-procedure routine before you update the notes.",,true
285,Dental Assistant,Clerical,Patient Record Management,I always complete and save clinical notes as a draft before the end of each appointment.,Notes that aren't saved before the patient leaves rely on memory — the accuracy of clinical records degrades quickly once the next patient is in the chair.,,"If notes were left incomplete or unsaved, the clinical record is at risk. Draft notes before the patient is walked to the lounge — it doesn't need to be final, but it needs to be saved.",,true
286,Dental Assistant,Cultural,Demonstrating Emotional Intelligence,I always take a moment to assess the patient's mood once they are in the chair and quietly flag any concerns to the dentist.,Mood assessment before treatment begins allows the clinical team to adapt their approach — a dentist who knows a patient is anxious or distressed can adjust before the appointment becomes difficult.,,"If a patient's emotional state went unread and it affected the appointment, think about what signals were there. Building a brief, deliberate moment of assessment into your chair routine makes this a habit rather than a reaction.",,true
287,Dental Assistant,Cultural,Demonstrating Emotional Intelligence,I always tell the patient before beginning any clinical activity that they can raise their hand at any time to ask me to pause.,Giving the patient an explicit signal of control is one of the most effective anxiety reduction tools in the surgery — it costs nothing and meaningfully changes how safe a patient feels.,,"If this wasn't said before treatment began, the patient had no clear way to ask for a pause without feeling disruptive. Make it the first thing you say before you pick anything up.",,true
288,Dental Assistant,Cultural,Demonstrating Emotional Intelligence,I always pause for one deep breath to centre myself before speaking or acting when I notice my own stress rising.,"A nurse who manages their own stress visibly in the room keeps the energy calm — patients are highly attuned to clinical staff anxiety, and it transfers directly to them.",,"If you noticed your own stress affecting your manner or pace, that's the signal this move is for. One breath is not a delay — it's a reset that costs nothing and changes everything that follows.",,true
289,Dental Assistant,Cultural,Empathetic Practice Policy Education,I always emphasise the importance of the next appointment and explain the consequences of missing it once it is booked.,A patient who understands why the next appointment matters is significantly more likely to keep it — this conversation takes 20 seconds and meaningfully reduces no-shows.,,"If the next appointment was booked without this conversation, the patient may not place the right weight on it. Add it to your recall booking close — it works best as a direct, caring statement, not a warning.",,true
290,Dental Assistant,Cultural,Empathetic Practice Policy Education,I always invite patients to leave a Google review or record a short video testimonial during their lounge wait.,"The lounge wait is the highest-value moment to ask for a review — the patient's experience is fresh, they're settled, and they have time. A direct, warm invitation converts far more often than a passive QR code.",,"If the invitation wasn't made, a review opportunity was missed. The ask doesn't need to be long — 'While you wait, would you mind leaving us a quick Google review? It really helps the practice.' is enough.",,true
291,Dental Assistant,Cultural,Handling Constructive Feedback,I always remain calm and restate the patient's feedback as my first response to any complaint or concern.,"Restating what a patient said signals that they've been genuinely heard — and it gives you a moment to regulate before reacting, which almost always improves what happens next.",,"If you responded before restating, the patient may have felt cut off or defensive. The restate is a one-sentence pause — it doesn't require agreement, just reflection of what you heard.",,true
292,Dental Assistant,Cultural,Handling Constructive Feedback,"I always follow a restatement with ""tell me more"" and actively listen to the response.","""Tell me more"" is one of the most disarming phrases in a feedback conversation — it signals genuine curiosity, slows the interaction down, and almost always reveals the real issue beneath the surface complaint.",,"If the conversation escalated after the restate, the 'tell me more' step was likely missed. It's a small pivot that shifts the dynamic from defensive to collaborative — practise making it automatic.",,true
293,Dental Assistant,Cultural,Handling Constructive Feedback,I always ensure a clear next step or resolution is agreed before ending any interaction involving a complaint or conflict.,A complaint that ends without a named resolution leaves the patient dissatisfied and the team exposed — closing with a clear next step signals professionalism and prevents the issue from resurfacing.,,"If the interaction ended without a clear resolution, the patient is probably still frustrated. It's not too late to follow up — a brief check-in after the appointment can close the loop effectively.",,true
294,Dental Assistant,Cultural,Trust Building Interactions,"I always greet the patient by name, make eye contact, and introduce myself by name.","A personal, direct greeting from the first team member the patient encounters in the clinical area sets the tone for everything that follows — it signals that they're a person, not a procedure.",,"If the greeting was rushed or generic, the patient's first clinical impression was a missed opportunity. Practise making name, eye contact, and self-introduction simultaneous and natural.",,true
295,Dental Assistant,Cultural,Trust Building Interactions,"I always ask the patient a curious, open-ended question as I am seating them in the chair.","A single genuine question while seating the patient transforms the start of an appointment from transactional to human — patients who feel noticed are calmer, more engaged, and more loyal.",,This is easy to skip when you're focused on setup. The question doesn't have to be profound — 'How's your day been?' with genuine interest is enough. What stopped it from happening?,,true
296,Dental Assistant,Cultural,Trust Building Interactions,I always offer patients a blanket or a drink before any procedure.,A genuine offer of comfort before treatment begins communicates that the patient's experience matters as much as the clinical outcome — it's a small gesture with a disproportionate impact on how safe patients feel.,,"If the offer was skipped because things felt rushed, that's the signal to slow down for 30 seconds. The offer is part of the patient setup, not an optional extra.",,true
297,Dental Assistant,Case Acceptance,Clear Treatment Communication,"I always ask the patient ""How does that sound to you?"" or ""How are you feeling about this plan?"" after reiterating a treatment plan.",An open question after the plan recap gives the patient permission to voice any doubt before they leave the chair — catching hesitation here is far easier than recovering it at the front desk.,,"If this didn't happen, the patient may have walked out unclear or uncertain about their treatment. Practise making this question automatic — it takes three seconds and changes the outcome of the whole appointment.",,true
298,Dental Assistant,Case Acceptance,Clear Treatment Communication,I always check for the patient's comprehension and clearly narrate the next steps once the dentist has explained the treatment and left the chair.,"The moment the dentist leaves is when confusion sets in for most patients — a clear, calm narration of what happens next gives them something concrete to hold onto.",,"Patients who leave without a clear picture of next steps are more likely to disengage or not follow through. Think about whether you gave a full narration, or just assumed the dentist's explanation was enough.",,true
299,Dental Assistant,Case Acceptance,Clear Treatment Communication,I always invite the patient to share back the key parts of the post-operative plan to confirm their understanding and comfort with next steps.,Asking a patient to summarise what they've heard is the most reliable way to catch a misunderstanding before it becomes a problem — it also signals that you genuinely care about their experience after they leave.,,"If you skipped this, there's a real chance the patient is going home with incomplete or incorrect information. Make the teach-back a non-negotiable close to every post-treatment conversation.",,true
300,Dental Assistant,Case Acceptance,Effective Objection Handling,"I always reassure a patient who is uncertain about a procedure, acknowledge its importance, and let the dentist know about the conversation.","A patient who expresses uncertainty is giving you an opportunity — addressed calmly and honestly in the chair, it's far more likely to convert than if it surfaces later at the front desk.",,"If a patient's uncertainty wasn't addressed, it's likely they'll either cancel or decline treatment down the line. Even a brief reassurance and a note to the dentist can shift that outcome.",,true
301,Dental Assistant,Case Acceptance,Effective Objection Handling,I always verbally link the dentist's recommended treatment to the patient's desired outcome.,Patients accept treatment when they understand what it does for them specifically — connecting the recommendation to their own goals makes the value personal and concrete.,,"Generic explanations of treatment tend not to land. Think about whether you connected the recommendation to something the patient actually said they wanted — if not, try it next time.",,true
302,Dental Assistant,Case Acceptance,Effective Objection Handling,"I always identify whether a patient's hesitation is about comfort, time, or cost before responding to it.",Responding to the wrong concern wastes time and can make a patient feel unheard — pinpointing the real issue first means your response actually addresses what's holding them back.,,"If the hesitation wasn't resolved, it may be because the response didn't match the actual concern. Ask one clarifying question before jumping to reassurance.",,true
303,Dental Assistant,Case Acceptance,Effective Objection Handling,"I always reassure patients with cost concerns that treatment can be staged safely, and I pass their concerns to reception.",Staging reassurance keeps patients in the treatment journey rather than walking away — and handing the cost conversation to reception ensures it's handled in the right environment with the right options.,,"If a patient left with unresolved cost concerns and reception wasn't informed, there's a high chance that treatment won't proceed. Build the handoff to reception into how you close cost conversations in the chair.",,true
304,Dental Assistant,Case Acceptance,Empowering Informed Decisions,I always highlight the health risks of delaying treatment or dental check-ups when confirming next steps with the patient.,"Patients who understand the consequence of waiting are more motivated to follow through — this isn't fear-mongering, it's giving them the information they need to make a genuinely informed choice.",,"If next steps were confirmed without mentioning the risk of delay, the patient may not place enough urgency on following through. A single sentence about what changes if they wait can make a real difference.",,true
305,Dental Assistant,Case Acceptance,Empowering Informed Decisions,"After the appointment, I always walk the patient to the lounge, offer hospitality, and let them know a receptionist will be with them shortly to go through their next steps.","The post-appointment transition is a key moment in the patient experience — a warm, unhurried handoff from nurse to lounge sets the patient up for a positive financial conversation and reinforces that the practice values their time.",,"If the patient was directed to reception without a warm handoff, the financial conversation may have started on the back foot. The lounge transition is part of your role — it's not complete until the patient is settled and knows what to expect next.",,true
306,Dental Assistant,Case Acceptance,Establishing Credibility,I always introduce the patient to their dentist by name and comment specifically on their expertise or experience.,"A personal, specific introduction to the dentist builds instant credibility and trust — it signals that this is a team that knows each other well, not a conveyor belt of strangers.",,A generic or skipped introduction is a missed opportunity to set the patient's confidence before treatment even begins. Ask each dentist what they'd like patients to know about them so you always have something specific to say.,,true
307,Dental Assistant,Case Acceptance,Establishing Credibility,"I always highlight our advanced diagnostic technology — including 3D intraoral scanning, our on-site CBCT scanner, and AI-assisted imaging — when setting up the patient before the dentist arrives.",Patients who understand what our technology does and why it matters are more confident in their diagnosis and more receptive to recommended treatment — credibility building happens well before the dentist walks in.,,"If the tech wasn't mentioned, the patient experienced a high-quality diagnostic process without understanding its value. Build a brief tech mention into your patient setup routine so it becomes natural.",,true
308,Dental Assistant,Case Acceptance,Establishing Credibility,"I always share a brief, positive story about how a similar treatment helped a patient, without using any names or identifying details.","Social proof in the chair is powerful — a real, brief story makes the benefit of treatment tangible and personal in a way that clinical explanation alone rarely does.",,"If you're not using stories, treatments can feel abstract to patients. Keep one or two genuine examples in mind for the most common procedures — they don't need to be dramatic to be effective.",,true
309,Office Manager,Clinical,Patient Care Standards,"I always schedule time each week to observe the dental nurse to dentist hand-over, document at least one opportunity for improvement, and follow up with the appropriate team member about it.",The nurse-to-dentist hand-over is one of the highest-leverage clinical touchpoints in the practice — a manager who observes and documents it weekly creates a continuous improvement loop that no amount of training alone can replicate.,,"If this wasn't observed this week, think about what got in the way. Protecting this time in the diary rather than fitting it around everything else is the only way to make it reliable.",,true
310,Office Manager,Clinical,Compliance and Safety,I always review all equipment maintenance tasks in Dentistry Compliance with my Lead Nurse each week and ensure every item is either completed or has a clear due date before the end of that week.,Equipment maintenance tasks that carry over without a clear resolution date create compounding compliance risk — weekly review with the Lead Nurse keeps accountability joint and prevents anything from quietly slipping.,,"If items carried over without a clear due date, the compliance record has a gap. Review what's outstanding now and assign a named date and owner to every open item before the end of today.",,true
311,Office Manager,Clinical,Compliance and Safety,"I always maintain an up-to-date evidence file for each of the CQC's five key questions so the practice can demonstrate compliance at any point, not only ahead of a scheduled inspection.","The CQC can inspect unannounced and inspects against five key questions: Safe, Effective, Caring, Responsive, and Well-led. A manager who builds evidence continuously is never caught out — one who only prepares when an inspection is expected is taking a serious reputational and regulatory risk.",,"If the evidence file hasn't been updated recently, the practice is not currently inspection-ready. Block time this week to review each of the five key questions and identify where the evidence is thin or out of date.",,true
312,Office Manager,Clerical,Operational Efficiency,"I always review the previous week's key KPIs every Monday — including gross production, new patient numbers, membership growth, and Google reviews — identify any problem areas, and present a clear action plan to the practice principal.",Weekly KPI review is how a manager stays ahead of problems rather than reacting to them — and presenting a named action plan to the principal signals ownership rather than just reporting.,,"If Monday's review didn't happen or produced no action plan, the week is already starting without a clear direction. Even a 20-minute review with one or two named actions is significantly better than none.",,true
313,Office Manager,Clerical,Schedule and Flow,"I always verify that the team is meeting our patient communication standards — response times, message handling, and enquiry follow-up — and address any consistent gaps directly with the relevant team member.","The manager's job is to hold the standard, not execute the tasks. A receptionist who knows their manager is actively monitoring response times and message handling performs to a higher standard than one who doesn't.",,"If communication standards slipped this week and it wasn't addressed, the team has received an implicit signal that the standard is flexible. Identify the specific gap, name it directly with the team member, and confirm it's been resolved.",,true
314,Office Manager,Clerical,Schedule and Flow,I always verify that appointment confirmations and outstanding patient paperwork are being actioned to the required standard and give clear direction to the team when they are not.,Confirmation and paperwork gaps are two of the most predictable sources of no-shows and check-in delays — a manager who monitors these proactively protects the diary and the clinical team's day.,,"If confirmations or paperwork tasks were missed this week without being addressed, review what the current gap looks like in CareStack and agree a clear catch-up plan with the reception team today.",,true
315,Office Manager,Clerical,Root Cause Analysis,"I always review NPS scores at the end of each week, note any outliers, and plan a specific response — either a celebration or an investigation — for the following week.",NPS outliers — positive or negative — always contain signal. A manager who reads them weekly and acts on them consistently turns patient feedback into a genuine improvement system rather than a vanity metric.,,"If this week's NPS review didn't happen, there may be feedback sitting unread that warrants a response. Even a quick scan for anything outside the normal range takes less than 10 minutes and keeps you ahead of patterns before they become trends.",,true
316,Office Manager,Clerical,Root Cause Analysis,"I always review case acceptance rates weekly with the TCO, identify any patterns in unconverted cases, and agree specific actions to address gaps.","Case acceptance rate is one of the clearest indicators of where the patient journey is breaking down — whether that's in the fee conversation, the plan presentation, or the follow-up process. The manager owns this review; the TCO owns the execution.",,"If this review didn't happen this week, the TCO is operating without oversight and unconverted cases may be stacking up without a clear recovery plan. Schedule the review before the end of the week and start with the oldest outstanding cases first.",,true
317,Office Manager,Clerical,Financial Performance,I always verify that patients with outstanding balances have been contacted ahead of their appointment and follow up directly with the team if this step has been missed.,"Outstanding balances that aren't flagged before an appointment create awkward, reactive conversations at check-in — a manager who monitors this proactively protects both the patient experience and the practice's cash position.",,"If patients arrived with unaddressed balances this week, trace back to where the follow-up was missed and confirm the process is clear for the team. The issue is rarely unwillingness — it's usually a lack of a clear, owned step in the workflow.",,true
318,Office Manager,Clerical,Financial Performance,I always complete and submit the Daily Production Report and verify it matches the figures in CareStack before 10am the following day.,Daily production reporting is the financial heartbeat of the practice — a report that's late or unreconciled means decisions are being made on incomplete or inaccurate information.,,"If the report was late or unreconciled, identify what caused the delay and whether it's a recurring pattern. A one-off is manageable; a pattern signals that the process needs protecting in the day's structure.",,true
319,Office Manager,Clerical,Financial Performance,I always review membership plan direct debits once a month and personally follow up on any failed debits.,"Failed direct debits are quiet revenue leaks — they rarely resolve themselves, and patients are usually more receptive to a prompt, personal follow-up than a delayed one.",,"If failed debits from last month haven't been followed up, pull the report now. Each unresolved failed debit is both a revenue gap and a patient at risk of lapsing from the plan.",,true
320,Office Manager,Cultural,Leading and Coaching,I always verify team attendance for both ProMove check-ins each week and follow up with any team member who misses one within one business day.,"Consistent check-in attendance is the foundation of the ProMoves system — a manager who monitors and follows up on absences signals that development is non-negotiable, not optional.",,"If a team member missed a check-in this week and wasn't followed up with, they've received an implicit message that it doesn't really matter. A same-day or next-day follow-up is all it takes to reset that expectation.",,true
321,Office Manager,Cultural,Leading and Coaching,"I always walk the floor twice daily to check in briefly with every team member, address any immediate barriers, and give specific encouragement when I see something done well.",A manager who is physically present and specifically encouraging creates a fundamentally different team culture from one who manages primarily from an office — twice-daily floor walks are how great managers stay connected to the real state of the practice.,,"If the floor walks haven't been happening consistently, think about what's pulling you away from them. Managing by exception — only appearing when something's wrong — erodes team confidence faster than most managers realise.",,true
322,Office Manager,Cultural,Leading and Coaching,"I always model the patient experience standard with at least one patient each day so the team has a visible, live benchmark to work to.","A manager who does the job alongside the team — not just talks about the standard — is the most powerful form of coaching available. One visible, excellent check-in per day is worth more than a dozen briefings.",,"If this hasn't been happening, the team's standard is being set by whoever is most confident on the floor, not by you. Find one moment today to do a check-in at the standard you'd want to see and make sure the team can see it.",,true
323,Office Manager,Cultural,Trust Building,"I always personally follow up with any patient concern or complaint escalated to me before the end of the following day, clearly summarising what we will do next and how they can reach me directly.",A manager who personally follows up on escalated complaints turns a negative experience into a trust-building one — the personal touch at the right moment is often the difference between a patient who leaves and one who becomes loyal.,,"If an escalated complaint wasn't followed up within 24 hours, contact the patient today. The longer the gap, the harder the recovery. A brief, direct call that names a clear next step is almost always enough to reset the relationship.",,true
324,Office Manager,Cultural,Emotional Intelligence,I always monitor the mood of the practice throughout the day and intervene as necessary — either resetting the tone with the team or addressing the source of tension directly with the individual involved.,Team energy is contagious in both directions — a manager who reads and actively manages the emotional atmosphere of the practice prevents small tensions from becoming disruptive ones and keeps the patient-facing team at their best.,,"If tension in the practice went unaddressed today, think about what you noticed and didn't act on. Even a quiet, private check-in with the relevant person is usually enough to prevent a small issue from becoming a bigger one.",,true
325,Office Manager,Cultural,People and Development,I always ensure the staff schedule is published at least two weeks in advance and that any gaps from leave or sickness are covered before they affect a clinical day.,"A schedule published with adequate notice allows the clinical team to plan and reduces last-minute coverage stress — gaps that aren't caught before the clinical day create a reactive, pressured environment that affects everyone's performance.",,"If the schedule isn't published two weeks out or has unresolved gaps, review it today. Each gap that reaches the clinical day without a resolution is a management failure that the whole team absorbs.",,true
326,Office Manager,Cultural,People and Development,"I always address performance concerns directly and promptly with the relevant team member in a private setting, and document the conversation and agreed next steps.","Performance concerns that aren't named directly tend to worsen — they also create an unfair environment for the team members who are performing well. A prompt, private conversation with a clear record is the professional standard.",,"If a performance concern is sitting unaddressed, think about what's making it difficult to raise. Delaying rarely makes the conversation easier — it usually makes it harder and the behaviour more entrenched.",,true
327,Office Manager,Cultural,People and Development,"I always hold a one-to-one conversation with each self-employed associate at least once a month to discuss their schedule, any clinical concerns, and their experience at the practice.","Self-employed associates require a different management approach — they can't be managed in the same way as employed staff, but they still need a regular, structured touchpoint to feel invested in and to raise concerns before they become reasons to leave.",,"If one-to-ones with associates have lapsed, the risk is that small frustrations are building without a channel to surface them. A brief, informal monthly conversation costs very little and significantly reduces the risk of a sudden disengagement.",,true
328,Office Manager,Cultural,Community and Marketing,I always confirm that the practice's social media content for the week has been gathered from the team and submitted to the marketing contact by the end of the last clinical day of the week.,Consistent social media presence requires consistent content — a manager who owns the weekly submission habit is the difference between a practice that appears active and credible online and one that posts sporadically.,,"If content wasn't submitted this week, the marketing contact is working without material and the practice's online presence has a gap. Make the submission the last task of the clinical week rather than something that gets pushed to Monday.",,true
329,Office Manager,Case Acceptance,Treatment Plan Follow-Up,"I always confirm that all pre-treatment admin — including consent forms, booked appointments, and any required patient communications — is completed at least one week before the scheduled treatment date.","Pre-treatment admin that isn't completed in advance creates rushed, stressful conversations at the chair-side and exposes the practice to consent and compliance risk. A one-week lead time creates enough space to catch and resolve anything that's missing.",,"If treatment is scheduled within the next week and pre-treatment admin is incomplete, escalate today. A week is tight but workable — anything less creates genuine clinical and compliance risk that isn't manageable at short notice.",,true
330,Office Manager,Case Acceptance,Financial Coordination,"I always ensure the TCO and front desk team are consistently presenting all available financial options — membership plan, staged treatment, and third-party finance — to patients with cost concerns.",Financial objections are rarely final — they're usually a request for help finding a way. A manager who monitors whether the team is consistently presenting all options ensures that no patient leaves without having heard a solution that might work for them.,,"If cost concerns are resulting in declined treatment without all options being presented, this is a training and accountability issue rather than a patient issue. Review with the TCO what's being said in these conversations and identify where the gap is.",,true
331,Lead Dental Assistant,Clinical,Patient Comfort and Communication During Procedures,"I always observe each of my staff members during procedures once a month, and deliver positive and constructive feedback as appropriate.",,,,,true
4001,Doctor,Clinical,Chart Accuracy,"I always verbally dictate to RDA/AI a clear and accurate baseline oral health status at new patient exams- current teeth present, existing treatment, and any findings present.","At new patient exams, I verbally call out existing restorations, missing teeth, and prior treatment so the RDA and AI can accurately document the patient’s starting dentition. Establishing a clear baseline ensures diagnostic accuracy, protects the practice from confusion or liability later, and creates a reliable record for future care.",,,,true
4002,Doctor,Clinical,Chart Accuracy,I always update the odontogram and any clinical findings by verbally dictating them to the RDA/AI at each patient encounter.,"At every exam, I verbally call out erupted, exfoliated, restored, or missing teeth so the RDA and AI can update the odontogram in real time. Keeping the odontogram current ensures the chart accurately reflects the patient’s dentition, improving diagnostic clarity, treatment planning, and continuity of care.",,,,true
4003,Doctor,Clinical,Preventive Care,I always verbalize to the RDA/AI to chart any incipient lesions so that preventative care can be offered or teeth can be appropriately monitored radiographically.,"During exams, I verbally identify incipient enamel lesions so the RDA and AI can accurately document them in the chart. Clearly charting early caries supports preventive treatment, improves monitoring over time, and ensures early disease is not overlooked or minimized.",,,,true
4004,Doctor,Clinical,Preventive Care,"I always explain cavities clearly- indicating to the parent there is a cavity in the first, second or third layer of tooth- instead of saying there is a ""spot"" ""watch"" or other minimizing language.","Minimizing language can lead to misunderstanding, delayed care, and erosion of trust. Clear language supports informed decision-making.",,,,true
4005,Doctor,Clinical,Preventive Care,"I always offer sealants on healthy posterior primary and permanent teeth, regardless of insurance coverage.",Sealants significantly reduce caries risk. Families deserve to know preventive options even if insurance does not cover them.,,,,true
4006,Doctor,Clinical,Preventive Care,I always offer SDF (primary teeth) or Curodont (Permanent teeth) for incipient lesions.,Minimally invasive options allow early intervention and avoid progression.,,,,true
4008,Doctor,Clinical,Smart Imaging and Diagnostics,"I always ensure bitewings and any necessary PA's are taken every 6 months for patients with incipient lesions, history of caries or treatment in last 2 years, history of dental trauma, pulp therapy or other indications that would make them high caries risk or require more frequent follow up.",Higher-risk patients require more frequent and targeted imaging to avoid missed disease.,,,,true
4009,Doctor,Clinical,Smart Imaging and Diagnostics,"I always instruct RDAs to take PAs for any teeth planned for extraction or pulp therapy, or with caries approaching the pulp.",PAs are essential for accurate diagnosis and informed consent prior to more invasive treatment.,,,,true
4010,Doctor,Clinical,Smart Imaging and Diagnostics,"I always perform a comprehensive evaluation and full series of high-quality radiographs for new patient limited, or referral exams.",Limited exams for new patients often underrepresent disease. High-quality in-house imaging is necessary for accurate diagnosis.,,,,true
4011,Doctor,Clinical,Smart Imaging and Diagnostics,"I always recommend a pano at new patient exams (around age 6–7+) and every three years thereafter, regardless of insurance coverage.","Panoramic imaging tracks growth, development, missing teeth, and pathology.",,,,true
4012,Doctor,Clinical,Treatment Planning for Long Term Health,"I always offer definitive restorative treatment (composite, crown, EXT) for lesions extending past the DEJ.","Once decay has progressed into dentin, monitoring alone is no longer appropriate. Definitive treatment is the standard of care.",,,,true
4013,Doctor,Clinical,Treatment Planning for Long Term Health,I always offer both white and silver crown options when full-coverage restorations are indicated.,"Families value choice and transparency on esthetics, durability, and outcomes. Equitable care means ensuring all families are informed of all options.",,,,true
4014,Doctor,Clinical,Treatment Planning for Long Term Health,I always consider the need for space maintenance when a primary tooth is extracted.,Premature tooth loss can affect eruption and alignment. Space maintainers help prevent bigger issues down the road.,,,,true
4016,Doctor,Clinical,Treatment Planning for Long Term Health,I always evaluate the need for an ortho referral around 7-8 and again around 12-13 - and an oral surgery referral for 3rds around 15-16,Early evaluation allows proactive planning and prevention of more complex issues.,,,,true
4017,Doctor,Clerical,Chairside Closeout,I always sign my clinical notes at the chair before the patient leaves.,"Timely documentation ensures accuracy, prevents backlogs, and protects clinical integrity.",,,,true
4018,Doctor,Clerical,Chairside Closeout,I always send patient referrals at the chair before the patient leaves.,"Immediate referrals reduce delays, confusion, and follow-up failures.",,,,true
4019,Doctor,Clerical,Chairside Closeout,I always print prescriptions at the chair before the patient leaves.,This prevents missed medications and unnecessary callbacks.,,,,true
4020,Doctor,Clerical,Chairside Closeout,I always complete sedation medication logs at the time of sedation.,"Real-time documentation is critical for safety, compliance, and auditing.",,,,true
4021,Doctor,Clerical,Follow Through and Review,I Always Complete Team and Administrative Requests Within 24 Hours,"I complete email- or staff-requested tasks—such as insurance narratives, 22-point sheets, parent follow-ups, or other documentation requests—within 24 hours.

Whenever possible, I aim for same-day completion so the team can continue moving patient care and scheduling forward without delay.",,,,true
4022,Doctor,Clerical,Follow Through and Review,I always review radiographs using the AI overlay to ensure nothing is overlooked.,"AI supports diagnostic accuracy and consistency, especially in complex cases.",,,,true
4023,Doctor,Cultural,Reliability & Professionalism,"I always show up on time, prepared, and positive for morning huddle","I arrive on time for morning huddle, attend consistently, and participate in a way that supports team alignment and a positive start to the day.

Morning huddle is an opportunity to lead through presence, preparedness, and constructive engagement, helping the team anticipate the day’s needs and maintain strong workflow.",,,,true
4024,Doctor,Cultural,Reliability & Professionalism,I always consider the trust impact on patients and my team when deciding to call in absent to work.,"Absences affect patients, schedules, and team morale. Reliability is a leadership expectation.",,,,true
4025,Doctor,Cultural,Reliability & Professionalism,I Always Give and Receive Feedback with Respect,"Feedback is part of working as a team. The goal is always to help each other do our jobs well and keep the day running smoothly, while maintaining trust and respect.",,,,true
4026,Doctor,Cultural,Team Flow & RDA Partnership,I always allow RDAs to guide the flow of the day.,"I allow RDAs to guide the flow of the day and direct me to the next patient, trusting them to manage timing, readiness, and transitions between patients.

This allows every team member to focus on their role and do their job well.",,,,true
4027,Doctor,Cultural,Team Flow & RDA Partnership,I always allow the RDA to formally present the patient and guardian to me before diving into the exam/treatment,"I pause and allow the RDA to formally present the patient and guardian at the chair for both new patient and recall exams before beginning my evaluation.

The RDA presentation provides the key clinical details so we can move smoothly from room to room while staying aligned as a team.",,,,true
4029,Doctor,Cultural,Team Flow & RDA Partnership,I always trust the RDA to provide clear and appropriate post-operative instructions.,RDAs are trained to deliver routine post-op instructions consistently. Delegating allows doctors to focus on reassurance and next steps.,,,,true
4030,Doctor,Cultural,Family Presence & Communication,I Always Warmly Greet the Family and Introduce Myself by Name,"I always pause, make eye contact, warmly greet the child and parent, and introduce myself by name when entering the room, especially when meeting a family for the first time.

I also acknowledge and thank the RDA for the introduction to reinforce teamwork in front of the family.",,,,true
4032,Doctor,Cultural,Family Presence & Communication,I Always Project a Calm and Confident Presence,"Parents and children often mirror the doctor emotional state. Calm, aligned presence supports comprehension and trust.",,,,true
4033,Doctor,Cultural,"Standards, Boundaries & Escalation",I Always Ask “Tell Me More” When a Parent Hesitates on Treatment,"When a parent hesitates or declines recommended treatment, I begin the conversation with curiosity and listening, seeking to understand their concerns before responding.

If concerns persist after discussion, I clearly explain our standards of care and clinical recommendations, and establish clear, respectful boundaries when a parent’s requests for care repeatedly fall outside those standards.",,,,true
4034,Doctor,Cultural,"Standards, Boundaries & Escalation","I always promptly loop in my office manager, regional manager, or clinical director when a team member or system issue prevents me from practicing according to our standards of care.","When a team or system issue prevents me from practicing according to our standards of care, I promptly loop in my office manager, regional manager, or Clinical Director so the issue can be addressed appropriately.",,,,true
4035,Doctor,Case Acceptance,Values-First Discovery,"I always ask parents ""what matters most to you about your child's dental care and the experience they have with us""- Before Discussing Treatment Options","When discussing treatment recommendations—especially when there are areas of concern—I ask parents what matters most to them about their child’s dental care and experience before presenting options.

This helps ensure the conversation is aligned with the family’s priorities and allows recommendations to be framed in a way that feels collaborative and thoughtful.",,,,true
4036,Doctor,Case Acceptance,Values-First Discovery,I always align treatment recommendations with what the family identifies as most important.,"When families hear their priorities reflected back, trust increases and resistance decreases.",,,,true
4037,Doctor,Case Acceptance,"Comfort, Safety & Sedation Guidance","I always recommend sedation options based on what is safest and most likely to succeed for the child, while also considering what matters most to the family.","I recommend sedation options based on what is safest and most likely to succeed for the child, while also considering what matters most to the family.

I begin with a clear professional recommendation and explanation, and then discuss other clinically appropriate options if families would like to explore them.",,,,true
